Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:km,Short name:en,Short name:km,Description:en,Description:km,Data class,Data type,Complex data handler,Answers,Members,_version:1,_order:1100
60a81580-b0e3-4799-9521-b4791a000f9f,,,Down sydrome,,Down sydrome,,Down sydrome,,Misc,N/A,,,,,
984585bb-ed00-4f14-a894-859185e9eb1f,,,Other chromosomal abnormalities,,Other chromosomal abnormalities,,Other chromosomal abnormalities,,Misc,N/A,,,,,
b2f40d2b-aa2b-4173-ae3b-5be39a6dc590,,,Congenital musculoskeletal and limb anomalies,,Congenital musculoskeletal and limb anomalies,,Congenital musculoskeletal and limb anomalies,,Misc,N/A,,,,,
8da9a288-e7d8-4757-8dc0-b1d65c957eb6,,,Urogenital congenital anomilies,,Urogenital congenital anomilies,,Urogenital congenital anomilies,,Misc,N/A,,,,,
594b094e-43e6-4d45-8902-b8d1a52d3f98,,,Digestive congenital anomalies,,Digestive congenital anomalies,,Digestive congenital anomalies,,Misc,N/A,,,,,
374f387b-b514-41c9-81f1-3c1c217436e0,,,Urinary diseases and male infertility,,Urinary diseases and male infertility,,Urinary diseases and male infertility,,Misc,N/A,,,,,
344ef8f1-a731-4325-b45a-13c062c6bb6d,,,Uterine fibroids,,Uterine fibroids,,Uterine fibroids,,Misc,N/A,,,,,
97c17b6f-67ff-4f56-a14d-3589044aa9d0,,,Polycystic ovarian syndrome,,Polycystic ovarian syndrome,,Polycystic ovarian syndrome,,Misc,N/A,,,,,
c362c788-8c40-4213-b802-ecb75c9a24e0,,,Genital prolapse,,Genital prolapse,,Genital prolapse,,Misc,N/A,,,,,
1326eaf5-2e20-4a30-9526-bc3694298765,,,Endometriosis,,Endometriosis,,Endometriosis,,Misc,N/A,,,,,
a0414999-2b1b-4918-9867-5a3a2dd7dbc4,,,other gynecological diseases,,other gynecological diseases,,other gynecological diseases,,Misc,N/A,,,,,
3e2e4629-76c0-4734-94d7-01266932dc4a,,,Thalassemias,,Thalassemias,,Thalassemias,,Misc,N/A,,,,,
3eb8a335-c602-403a-a84c-91057a3a7550,,,Sickle cell disorders,,Sickle cell disorders,,Sickle cell disorders,,Misc,N/A,,,,,
70565cd0-6012-406f-8bd6-20f14e7f9adf,,,G6PD deficiency,,G6PD deficiency,,G6PD deficiency,,Misc,N/A,,,,,
9090de69-f8d5-4b7e-bc91-b31144bd7c0f,,,other hemoglobinopathies and hemolytic anaemias,,other hemoglobinopathies and hemolytic anaemias,,other hemoglobinopathies and hemolytic anaemias,,Misc,N/A,,,,,
a20657d2-4168-4611-9e5c-9226e429d4c7,,,Sudden infant death syndrome,,Sudden infant death syndrome,,Sudden infant death syndrome,,Misc,N/A,,,,,
0148c678-926d-4ccc-825e-9fb64c755085,,,Transport injury,,Transport injury,,Transport injury,,Misc,N/A,,,,,
9d53b3f1-a95e-4048-a4e1-84e917262695,,,Falls,,Falls,,Falls,,Misc,N/A,,,,,
8576a355-d9dc-488f-b294-cd6529bb81e3,,,Poisoning,,Poisoning,,Poisoning,,Misc,N/A,,,,,
7dd293c9-1339-426e-bacf-bd5e1b89fd62,,,Poisining by carbon monxide,,Poisining by carbon monxide,,Poisining by carbon monxide,,Misc,N/A,,,,,
bb4f0c3d-e239-41a2-95e9-fed0aa4489c3,,,Exposure to mechanical forces,,Exposure to mechanical forces,,Exposure to mechanical forces,,Misc,N/A,,,,,
0e832f07-5c7b-4cff-a3d8-83db9ec99ecd,,,Foreign body,,Foreign body,,Foreign Body,,Misc,N/A,,,,,
61e40e91-a7c3-4720-a843-720535c3e2c2,,,Adverse effects of medical treatment,,Adverse effects of medical treatment,,Adverse effects of medical treatment,,Misc,N/A,,,,,
96a29a78-dad4-4aae-a612-6a02d21a71bb,,,Animal contact,,Animal contact,,Animal contact,,Misc,N/A,,,,,
cc35a7ce-cab4-404d-a781-e329a8b4f34f,,,venomous animal contact,,venomous animal contact,,venomous animal contact,,Misc,N/A,,,,,
9b1bfb33-9701-4606-96ea-82d097665abe,,,Non-venomous animal contact,,Non-venomous animal contact,,Non-venomous animal contact,,Misc,N/A,,,,,
0420648b-db39-4230-b8b8-1df24842f7b3,,,Pulmonary aspiration and foreign body in airway,,Pulmonary aspiration and foreign body in airway,,Pulmonary aspiration and foreign body in airway,,Misc,N/A,,,,,
df65c3b4-aa9d-47f1-bdf0-93ae6fc5cfab,,,Foreign body in other body part,,Foreign body in other body part,,Foreign body in other body part,,Misc,N/A,,,,,
f60328ff-0368-4ab5-a31e-3811e0aaeeb7,,,Enviromental heat and cold exposure,,Enviromental heat and cold exposure,,Enviromental heat and cold exposure,,Misc,N/A,,,,,
98443567-c061-4cc7-b5a9-cd92054eb7d9,,,Exposure to force of nature,,Exposure to force of nature,,Exposure to force of nature,,Misc,N/A,,,,,
e36049a9-03a8-4007-a72e-ffad0209a8c7,,,Other unintentional injuries,,Other unintentional injuries,,Other unintentional injuries,,Misc,N/A,,,,,
76d4aee3-1b1d-4e4c-9ca0-77ad75fa7015,,,Self-harm and interpersonal violence,,Self-harm and interpersonal violence,,Self-harm and interpersonal violence,,Misc,N/A,,,,,
e4badf7c-5994-422c-a2b4-10f895173d82,,,Self-harm by firearm,,Self-harm by firearm,,Self-harm by firearm,,Misc,N/A,,,,,
32e5fe07-623f-469e-84ca-d9f77b0334ff,,,Self-harm by other specified means,,Self-harm by other specified means,,Self-harm by other specified means,,Misc,N/A,,,,,
c74e3f3c-9531-4f29-906e-7ebbcb0a881c,,,Assault by firearm,,Assault by firearm,,Assault by firearm,,Misc,N/A,,,,,
f6020d8f-134c-4061-ad8f-a45d9013037b,,,Assault by sharp object,,Assault by sharp object,,Assault by sharp object,,Misc,N/A,,,,,
2d92d4d3-b8c4-49c2-baef-63317ebecf71,,,Other interpersonal violence (assault by other means),,Other interpersonal violence (assault by other means),,Other interpersonal violence (assault by other means),,Misc,N/A,,,,,
26b46922-acd0-420e-ac8a-98cb1159366c,,,Executions and police conflict,,Executions and police conflict,,Executions and police conflict,,Misc,N/A,,,,,
abe870ef-8c08-4364-8a06-151f8af108fd,,,Rheumatoid arthitis,,Rheumatoid arthitis,,Rheumatoid arthitis,,Misc,N/A,,,,,
7ec85c14-6bed-4d07-9984-e0438a1e2c00,,,Encephalitis,,Encephalitis,,Encephalitis,,Misc,N/A,,,,,
35d479dc-4bef-4fd4-bd4c-028378f60dc2,,,Herpes zoster(shingles),,Herpes zoster(shingles),,Herpes zoster(shingles),,Misc,N/A,,,,,
8eb6a82e-624d-4750-9f15-2f24b15a16d2,,,Rheumatic heart disease,,Rheumatic heart disease,,Rheumatic heart disease,,Misc,N/A,,,,,
fd6a0120-e60b-4346-920d-96c1733f2ca5,,,Non-rheumatic calcific aortic valve disease,,Non-rheumatic calcific aortic valve disease,,Non-rheumatic calcific aortic valve disease,,Misc,N/A,,,,,
394e5dcf-002e-43b6-93a8-d28099e8ac7f,,,Non-rheumatic degenerative mitral valve disease,,Non-rheumatic degenerative mitral valve disease,,Non-rheumatic degenerative mitral valve disease,,Misc,N/A,,,,,
ff1bb51c-9b94-4510-bf92-f505569992d9,,,Other non-rheumatic valve disease,,Other non-rheumatic valve disease,,Other non-rheumatic valve disease,,Misc,N/A,,,,,
d1d90d6e-1dbf-4a08-a6b5-5e80790df03f,,,Oesophageal cancer,,Oesophageal cancer,,Oesophageal cancer,,Misc,N/A,,,,,
aa690bb8-9c38-4073-b259-0eb55842ff16,,,Stomach cancer,,Stomach cancer,,Stomach cancer,,Misc,N/A,,,,,
400c9de8-f544-499d-a756-75a8ea33a86f,,,Non-melanoma skin cancer,,Non-melanoma skin cancer,,Non-melanoma skin cancer,,Misc,N/A,,,,,
d33c18ba-2c3e-473b-8043-161acc81282c,,,Acute lymphoid leukaemia,,Acute lymphoid leukaemia,,Acute lymphoid leukaemia,,Misc,N/A,,,,,
ddbc97c7-2e74-4429-aee1-8610191d509f,,,Chronic lymphoid leukaemia,,Chronic lymphoid leukaemia,,Chronic lymphoid leukaemia,,Misc,N/A,,,,,
ce2b52ac-3ae0-4809-92f7-9d68cd24794f,,,Acute myeloid leukaemia,,Acute myeloid leukaemia,,Acute myeloid leukaemia,,Misc,N/A,,,,,
b40145f0-e123-4ade-b020-41aa48bf323b,,,Chronic myeloid leukaemia,,Chronic myeloid leukaemia,,Chronic myeloid leukaemia,,Misc,N/A,,,,,
cecd6a9f-d098-48b3-bb6b-9e50802a0a04,,,Other leukaemia,,Other leukaemia,,Other leukaemia,,Misc,N/A,,,,,
8278e0bd-8e6e-49b2-a349-ae0ee2cf033e,,,Other neoplasms,,Other neoplasms,,Other neoplasms,,Misc,N/A,,,,,
4728f35d-fcc2-4669-af42-6624d3ddc74b,,,Pneumoconiosis,,Pneumoconiosis,,Pneumoconiosis,,Misc,N/A,,,,,
21bc90f9-7957-4e31-8e4d-b4364f7c1d2b,,,Silicosis,,Silicosis,,Silicosis,,Misc,N/A,,,,,
97cb4d92-bcd7-4a4b-b69e-bafe49bae723,,,Asbestosis,,Asbestosis,,Asbestosis,,Misc,N/A,,,,,
1a26898f-2089-41e4-b7e1-dfcaa308cc4e,,,Coal workers pneumoconiosis,,Coal workers pneumoconiosis,,Coal workers pneumoconiosis,,Misc,N/A,,,,,
a82819d5-ab35-4aaf-8928-748dd814f005,,,Interstinal lung disease and pulmonary sacoidsis,,Interstinal lung disease and pulmonary sacoidsis,,Interstinal lung disease and pulmonary sacoidsis,,Misc,N/A,,,,,
3ad5575d-6ae6-450c-ae18-836d2ccbd506,,,Other chronic respiratory diseases,,Other chronic respiratory diseases,,Other chronic respiratory diseases,,Misc,N/A,,,,,
9dce7ae6-2a21-4fd1-9cd1-58aee663aac6,,,Peptic ulcer disease,,Peptic ulcer disease,,Peptic ulcer disease,,Misc,N/A,,,,,
71da90c5-af15-412d-bb84-d884a965a8b7,,,Gastritis and duodenitis,,Gastritis and duodenitis,,Gastritis and duodenitis,,Misc,N/A,,,,,
2c76eed6-1833-48ff-aab7-b097543c0ea8,,,Opioid use disorder,,Opioid use disorder,,Opioid use disorder,,Misc,N/A,,,,,
af5ae908-be02-48d8-bf9b-192d020c4c0f,,,Cocaine use disorder,,Cocaine use disorder,,Cocaine use disorder,,Misc,N/A,,,,,
056688af-e32c-44f6-b857-f73d3d48cf01,,,Amphetamine use disorders,,Amphetamine use disorders,,Amphetamine use disorders,,Misc,N/A,,,,,
8aeed84d-06fc-4632-9b47-231fe5acb98e,,,Diabetes Mellitus type 1,,Diabetes Mellitus type 1,,Diabetes Mellitus type 1,,Misc,N/A,,,,,
8a574578-818c-4b2f-bc16-407c45a06f21,,,Chronic kidney diseases due to other and unspecified cause,,Chronic kidney diseases due to other and unspecified cause,,Chronic kidney diseases due to other and unspecified cause,,Misc,N/A,,,,,
15182455-1044-4e9e-b602-d2bd7593322f,,,Chronic kidney disease due to glumerulonephritis,,Chronic kidney disease due to glumerulonephritis,,Chronic kidney disease due to glumerulonephritis,,Misc,N/A,,,,,
99bb4fba-8e58-40fb-bd49-3b21551c3982,,,Chronic kidney diseases due to hypertension,,Chronic kidney diseases due to hypertension,,Chronic kidney diseases due to hypertension,,Misc,N/A,,,,,
fcefda8c-f8dc-4886-9e34-4c8b790471ad,,,Chronic kidney disease due to diabetes type 1,,Chronic kidney disease due to diabetes type 1,,Chronic kidney disease due to diabetes type 1,,Misc,N/A,,,,,
cdaa8f4d-8f92-4097-a475-b2dfec07b430,,,Chronic kidney disease due to diabetes type 2,,Chronic kidney disease due to diabetes type 2,,Chronic kidney disease due to diabetes type 2,,Misc,N/A,,,,,
8b1c8084-a1fb-4c34-8f05-b388fe62d8cb,,,Chemical exposure,,Chemical exposure,,Chemical exposure,,Misc,N/A,,,,,
da5a841b-45f0-4e3d-94d6-8ff02b5ce090,,,Hematological diseases,,Hematological diseases,,Hematological diseases,,Misc,N/A,,,,,
0126ef32-5321-4df4-834c-8b235675204b,,,Unknown,,Unknown,,Unknown,,Misc,N/A,,,,,
3ee162e6-a6c1-4957-921b-f0033b7c5151,,,Other,,Other,,Other,,Misc,N/A,,,,,
211e4e2e-a169-4dee-aaff-9b58360923f5,,,Cause of death,,Cause of death,,Cause of death,,ConvSet,N/A,,,3b904b24-0dd8-4217-8a2d-54cbc261ca31;02c3a0d6-241a-4fe0-89e2-afd622fadf13;90675648-15a5-40ad-8b5b-b0a3b0a97889;d868525a-7643-4f02-a27b-f2796eff5ec7;d7eeeb62-b6d1-4ec0-93c8-4ff2e6218f1b;22a8f4dd-1d25-4c27-95c1-899a2eeeddac;0297129f-c8d5-45ec-af84-0b8ca475ff51;f0b961f8-9a85-4dcb-9998-00dbeefac1b6;5aea7eb6-eabe-4dfb-b94e-8436f9091021;c968ca4c-5b08-4b98-8cfa-74b03f43c2c8;bec1b3ee-2958-40b6-9a93-49ff9e4d9ca8;3fbe45eb-120d-4536-bf1b-4b144c4ac00e;1fa1c44a-52e2-4bda-96c7-8cae9e7d4330;2a1bbb20-2ba7-47f4-9929-a35c07e24ad2;2fd77d90-9e38-464f-875e-ba00191bd4e2;6282ec31-fdf0-48c0-96d4-52516df31c44;02f8c734-0632-4a76-9c09-61fa39023164;a7c66fc7-5dfa-4647-883a-0523eaaa938d;5d6d560c-5c24-4357-a9c7-7335cb17641a;88e889ad-51e2-4b8b-a82e-4343b126f83d;424c32f4-5df3-4be0-8af9-67457623a50d;f33fce63-2720-4374-8ad6-5636ff8d048a;e6d29628-cbef-484b-aa65-2eccdcb2e8bb;6930129f-5a4e-4c9e-b4c5-955854588031;0a11d482-4cf5-45f3-9829-aebc226f7d30;d0459ac7-9265-4193-87ab-f86811aa30a9;14d1e361-1f7d-4f85-9bbd-d066a451e6d4;6eed1ae7-73f4-4552-9801-88799f3baa36;b7911825-1082-4c42-b733-5a2a47093899;2c35b6b8-95aa-41a0-bddb-3eccf8521ab6;fe510a4c-34d5-4ccf-a017-9e1985fc99bf;110cb6b8-7bf1-4a40-8b1c-163c9d9e0023;ca07fb27-d5eb-4a52-9b67-12dbd5f0b3c7;eb8b8227-1740-4dec-877b-60974c4152cd;95239b98-113f-44d3-81a7-51d642f8cfd2;ca05e051-69fa-4138-91c6-a23e248e2959;706199c9-aba0-4920-a17a-ece378e7020d;1ca302ca-edf5-4bce-851a-5749b5d418e9;ec2b6bfc-4ff0-40cb-aab1-20da7be9d0ad;fae36bed-6f97-40a5-8f3b-c699303d0997;fef3f060-e4e4-4be3-a2a4-215b34fbbc1b;b030dd00-d75a-47c0-8bac-4fc2bdfa6b21;4af19b5d-cd2a-4c26-8935-0d7155b5efb1;99d6a401-9617-4d60-9140-e11fb90dad85;be826e02-735f-45c4-93e7-f33db1098193;79638278-b88c-4d52-a968-b121384469f6;c560c511-5ac7-4e6e-a5c8-f79281cd4564;c2321fa3-974c-40f1-a9aa-bae00e7f5e09;ad0d3df4-2208-426c-a132-09c31cf9622e;71273563-a3a5-45ab-b169-8aec46a8a065;8fabcba9-0759-48c2-819d-b98ea2ef5f50;d57bb5e4-6726-4648-8889-9bfdd5a87d7b;eb308d9a-e30f-46a6-8a99-6c2270d822ab;2696f596-d646-44ff-8996-215261862a1b;71d07085-451f-4093-bc50-8ccf0ad090ed;0e0552ff-f379-49c3-8781-e2ae949ac2b8;9404ca3a-79f3-4b00-a5e0-5ca7724e2842;6a1f6d71-facd-4a58-8e65-656b6a3bb07a;8fb82cf9-eacf-4225-bf0a-15297dc22b48;e02fa4d2-14d1-4f49-89dd-24919a8ba480;f76942a9-5384-491e-8c87-e80ccf5426b1;eadf37c3-eedb-4f9d-834a-a36ae403bb28;5caf6915-6439-4216-919f-8ab772981d67;516373b4-6bd8-47a4-87f1-dc77fb91c9ff;93d1a073-adac-48fb-912e-5b47d0fea65f;8fb2d402-7483-4a54-96df-081f6b098496;6ed6214d-bc21-412d-a364-e54135950161;55c7bd09-be53-4fe4-a983-536942a6af4f;839a9bb4-11e6-4154-9eb5-53df25c366df;74efd4af-4557-4b87-89ab-17aa4456484f;ca974f32-d6a4-45f9-a8c6-9141997dc769;53f61311-258f-4ce8-9d91-6a0e97b6a8fe;77f25654-56b6-495b-9768-5da6ad795e1d;c4802b0f-8654-4417-a469-b8e24966a681;6a11c16e-c9a4-43ca-9996-c5a60c59d834;03f38860-5cf0-44bc-be17-9f44a403b0f7;6058cabc-e73a-48e8-84a3-52c62ec12528;49c6744c-281c-4d25-84c9-1d2fa27b62a8;0513039c-93c4-40f5-8037-dede10e0a691;d2eb5bb2-1fd5-475a-9797-a0fb5e6cc0f1;0a7b42ab-8333-4ef1-8f50-1697bf3ef8c8;431a43ca-eabc-419b-8b6b-09255ca98fcc;ac8c4375-c265-4ef6-83ad-112ab9615b10;2572b12e-1c6d-49c1-8c53-bdde647fc103;1cc4c510-9ce0-43c7-9c27-334edfbe22eb;d9efb1da-bdeb-4a8b-99e6-55e94d6dd441;de3bad5f-1713-452d-8364-1b1d2836118c;0f1753da-5625-45c9-b875-a67011bb4250;7eb7da32-e987-4b92-91b8-04f793febc8c;021d7107-1e2d-4d20-98a0-3228d9038f9f;aa0d40fb-bf64-4ff3-bc6a-7297721df832;9bfbc53a-5cd4-44eb-bbeb-1f2a45c59459;0b2036f9-0dc6-4f59-ad74-c833b1571f53;3c1c9550-13f2-4e1d-a4ea-9700049fcd4b;5b65aff7-2c6c-4560-bff9-92b6a12d1bea;b2bedc9d-3903-4183-896b-54ac88cdc4e4;c0828f5d-ba66-430c-8005-20c1c3bc4ad0;8cf99d49-1d20-427a-b6b2-b97699adbd46;61572547-c871-4db1-9314-351e9ecbe473;704402e7-7b01-46e7-8ac8-8cb471dc9656;82eb9128-2669-4002-a946-a14486d0c4d4;e769c3a5-cae7-47f5-bd26-30c134bdad38;4275d0fb-a1c4-4a8e-a12f-cf83c5f5aecf;f223ad78-07a3-4c1b-a61b-64339b329560;198090d0-c344-497a-b170-cc3fd9cc8524;1cd02ae0-2fac-4a2e-9e36-b6c48bddaef3;4356d3f3-cf59-4028-b666-a759d3789c33;234893da-9a08-4f3c-973a-d7f46d2f531e;0bc1be1c-26d6-4ee8-893a-e5ab87e9f5ab;4311ed95-025e-4c34-97f8-ae63a6f8f6ee;dbc051a1-6508-458a-9dca-ee06222736e2;c3291198-c9bd-447f-96e3-ec8f1305dd5b;b44d317a-b8ac-4262-b4cf-0eb53262030c;dcaa60bb-bed6-4261-87e1-23c1c07ad98d;6da038df-55f2-4969-b7f0-4cb930a736aa;ac7214b1-fee1-4727-88dc-84ea13f3981c;5ed4e204-4d84-41a9-b77f-1e6df359696e;239ee67b-5b5d-4b02-9711-3194634f9d62;72c42e4d-a6a6-4884-8ae8-4cfe025168f5;88c931b7-73d5-4016-b9f6-067a90eaaa36;8ed77523-f130-47a1-aae8-b2b0761fa13f;46da884e-9ead-4511-8d46-cc8ca5d664f4;7aee2809-fd0f-4e41-8938-546d06e7857c;88c10f6e-8982-48a1-af15-2b0ff8b9ff53;e605fad4-7974-449b-b065-c45472992adb;808f91f7-6a44-480e-850a-21c598c9dd6b;0b9f79ae-bf87-4864-a11a-561a22610fe9;e65ddcc6-afd9-4153-b7e4-86a0ee2f5802;ba6fefe7-5ae7-438c-9e2b-56d392cd85e1;99e90ffa-1259-486a-9e67-d70aa173384a;6f00c0cb-907f-45a7-a35d-6691968a5b5e;f52cfdab-cdd2-444f-8ffa-8b386566aba5;2d533503-e748-4d16-bd8d-2283ae0fab27;b9f808f5-6296-4373-9e5c-6e8f38955517;d17e0721-952f-4657-8222-ab6e71efbeee;9d019823-8718-4efd-a06d-1cc185bde817;55e000d1-6db9-4b8d-82d5-5ed3e4c9a84c;dc5da144-0c2e-4edf-9bf4-d486a66369d4;4792c629-b3be-4a3c-a57a-03dfba42918a;f55b0431-bc50-41c1-b890-cbbe5b1408dd;d74f3a6a-abef-40b2-aacd-d45e6c9220d4;9785c79e-a4ac-473f-85ca-49de914d0987;8c4617ad-d886-4711-9385-b3bd17fb0afa;1b0caf22-9395-4944-a3c4-8f425e06db1a;9d5d2728-1657-464f-8e43-fbb33e021284;60a81580-b0e3-4799-9521-b4791a000f9f;984585bb-ed00-4f14-a894-859185e9eb1f;b2f40d2b-aa2b-4173-ae3b-5be39a6dc590;8da9a288-e7d8-4757-8dc0-b1d65c957eb6;594b094e-43e6-4d45-8902-b8d1a52d3f98;374f387b-b514-41c9-81f1-3c1c217436e0;344ef8f1-a731-4325-b45a-13c062c6bb6d;97c17b6f-67ff-4f56-a14d-3589044aa9d0;c362c788-8c40-4213-b802-ecb75c9a24e0;1326eaf5-2e20-4a30-9526-bc3694298765;a0414999-2b1b-4918-9867-5a3a2dd7dbc4;3e2e4629-76c0-4734-94d7-01266932dc4a;3eb8a335-c602-403a-a84c-91057a3a7550;70565cd0-6012-406f-8bd6-20f14e7f9adf;9090de69-f8d5-4b7e-bc91-b31144bd7c0f;a20657d2-4168-4611-9e5c-9226e429d4c7;0148c678-926d-4ccc-825e-9fb64c755085;9d53b3f1-a95e-4048-a4e1-84e917262695;8576a355-d9dc-488f-b294-cd6529bb81e3;7dd293c9-1339-426e-bacf-bd5e1b89fd62;bb4f0c3d-e239-41a2-95e9-fed0aa4489c3;0e832f07-5c7b-4cff-a3d8-83db9ec99ecd;61e40e91-a7c3-4720-a843-720535c3e2c2;96a29a78-dad4-4aae-a612-6a02d21a71bb;cc35a7ce-cab4-404d-a781-e329a8b4f34f;9b1bfb33-9701-4606-96ea-82d097665abe;0420648b-db39-4230-b8b8-1df24842f7b3;df65c3b4-aa9d-47f1-bdf0-93ae6fc5cfab;f60328ff-0368-4ab5-a31e-3811e0aaeeb7;98443567-c061-4cc7-b5a9-cd92054eb7d9;e36049a9-03a8-4007-a72e-ffad0209a8c7;76d4aee3-1b1d-4e4c-9ca0-77ad75fa7015;e4badf7c-5994-422c-a2b4-10f895173d82;32e5fe07-623f-469e-84ca-d9f77b0334ff;c74e3f3c-9531-4f29-906e-7ebbcb0a881c;f6020d8f-134c-4061-ad8f-a45d9013037b;2d92d4d3-b8c4-49c2-baef-63317ebecf71;26b46922-acd0-420e-ac8a-98cb1159366c;abe870ef-8c08-4364-8a06-151f8af108fd;7ec85c14-6bed-4d07-9984-e0438a1e2c00;c92a9133-8720-4fce-868d-031aff352800;35d479dc-4bef-4fd4-bd4c-028378f60dc2;8eb6a82e-624d-4750-9f15-2f24b15a16d2;fd6a0120-e60b-4346-920d-96c1733f2ca5;394e5dcf-002e-43b6-93a8-d28099e8ac7f;ff1bb51c-9b94-4510-bf92-f505569992d9;d1d90d6e-1dbf-4a08-a6b5-5e80790df03f;aa690bb8-9c38-4073-b259-0eb55842ff16;400c9de8-f544-499d-a756-75a8ea33a86f;d33c18ba-2c3e-473b-8043-161acc81282c;ddbc97c7-2e74-4429-aee1-8610191d509f;ce2b52ac-3ae0-4809-92f7-9d68cd24794f;b40145f0-e123-4ade-b020-41aa48bf323b;cecd6a9f-d098-48b3-bb6b-9e50802a0a04;8278e0bd-8e6e-49b2-a349-ae0ee2cf033e;4728f35d-fcc2-4669-af42-6624d3ddc74b;21bc90f9-7957-4e31-8e4d-b4364f7c1d2b;97cb4d92-bcd7-4a4b-b69e-bafe49bae723;1a26898f-2089-41e4-b7e1-dfcaa308cc4e;11ca83c4-a2d4-47cb-ae4a-0d33f0ba5703;a82819d5-ab35-4aaf-8928-748dd814f005;3ad5575d-6ae6-450c-ae18-836d2ccbd506;9dce7ae6-2a21-4fd1-9cd1-58aee663aac6;71da90c5-af15-412d-bb84-d884a965a8b7;2c76eed6-1833-48ff-aab7-b097543c0ea8;af5ae908-be02-48d8-bf9b-192d020c4c0f;056688af-e32c-44f6-b857-f73d3d48cf01;8aeed84d-06fc-4632-9b47-231fe5acb98e;8a574578-818c-4b2f-bc16-407c45a06f21;15182455-1044-4e9e-b602-d2bd7593322f;99bb4fba-8e58-40fb-bd49-3b21551c3982;fcefda8c-f8dc-4886-9e34-4c8b790471ad;cdaa8f4d-8f92-4097-a475-b2dfec07b430;8b1c8084-a1fb-4c34-8f05-b388fe62d8cb;da5a841b-45f0-4e3d-94d6-8ff02b5ce090;0126ef32-5321-4df4-834c-8b235675204b;3ee162e6-a6c1-4957-921b-f0033b7c5151,,